nconf;datareg;codall;regione;provincia;comune;Sezione ;specie;materiale;ceppo;antibiotico;ris
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Cloramfenicolo;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Enrofloxacin;S
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Eritromicina;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Gentamicina;S
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Kanamicina;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Nitrofurantoina;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Penicillina;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Rifampicina;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Tetraciclina;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Tilmicosina;R
172.94;25/06/2018;000IX000;Lombardia;BG;Bergamo;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE AURICOLARE;Gen. Pseudomonas;Trimetoprim + Sulfonamidi;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Acido Nalidixico;S
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Amoxicillina + Ac.Clavulanico;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Ampicillina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Cefalexina;S
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Cefazolina;S
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Ceftiofur;S
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Colistina;S
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Enrofloxacin;S
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Eritromicina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Florfenicolo;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Gentamicina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Kanamicina;S
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Oxacillina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Penicillina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Spectinomicina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Tetraciclina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Tilmicosina;R
173.789;26/06/2018;177BG035;Lombardia;BG;Pumenengo;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;VISCERI;Gen. Salmonella;Trimetoprim + Sulfonamidi;R
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefazolina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Enrofloxacin;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Eritromicina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Kanamicina;R
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Oxacillina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Penicillina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Pirlimicina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Rifampicina;S
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Sulfisoxazolo;R
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tetraciclina;R
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tilmicosina;R
176.227;28/06/2018;101BG015;Lombardia;BG;Fontanella;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Ampicillina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Cefazolina;S
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Ceftiofur;S
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Enrofloxacin;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Eritromicina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Kanamicina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Oxacillina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Penicillina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Pirlimicina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Rifampicina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Sulfisoxazolo;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Tetraciclina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Tilmicosina;R
176.52;28/06/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Escherichia coli;Trimetoprim + Sulfonamidi;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Acido Nalidixico;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Ampicillina;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Cefalexina;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Cefalotina;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Ceftiofur;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Colistina;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Enrofloxacin;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Eritromicina;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Florfenicolo;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Gentamicina;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Kanamicina;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Oxacillina;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Penicillina;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Spectinomicina;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Tetraciclina;R
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Tilmicosina;S
177.12;28/06/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Amikacina;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Amoxicillina + Ac.Clavulanico;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Ampicillina;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Cefalotina;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Cefpodoxime;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Clindamicina;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Cloramfenicolo;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Enrofloxacin;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Eritromicina;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Gentamicina;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Kanamicina;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Nitrofurantoina;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Penicillina;R
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Rifampicina;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Tetraciclina;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Tilmicosina;S
179.492;02/07/2018;000IX000;Lombardia;BG;Grassobbio;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;LIQUIDO SINOVIALE;Gen. Bacillus;Trimetoprim + Sulfonamidi;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Amikacina;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Ampicillina;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Cefazolina;I
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Cefpodoxime;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Clindamicina;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Cloramfenicolo;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Enrofloxacin;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Eritromicina;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Gentamicina;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Kanamicina;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Nitrofurantoina;S
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Penicillina;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Rifampicina;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Tetraciclina;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Tilmicosina;R
180.585;03/07/2018;000IX000;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE RETTALE;Escherichia coli;Trimetoprim + Sulfonamidi;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Acido Nalidixico;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Amoxicillina + Ac.Clavulanico;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Ampicillina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Cefalexina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Cefazolina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Ceftiofur;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Colistina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Enrofloxacin;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Eritromicina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Florfenicolo;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Gentamicina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Kanamicina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Oxacillina;R
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Penicillina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Spectinomicina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Tetraciclina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Tilmicosina;S
182.939;05/07/2018;144BG142;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAPRA;TAMPONE NASALE;Mannheimia haemolytica/Pasteurella haemolytica;Trimetoprim + Sulfonamidi;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Amikacina;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Ampicillina;R
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefazolina;I
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefpodoxime;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Clindamicina;R
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Cloramfenicolo;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Enrofloxacin;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Eritromicina;R
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Gentamicina;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Kanamicina;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Nitrofurantoina;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Penicillina;R
